"word" "definition"
"으로" "((‘ㄹ’을 제외한 받침 있는 체언 뒤에 붙어))"
"으로" "움직임의 방향을 나타내는 격 조사."
"으로" "움직임의 경로를 나타내는 격 조사."
"으로" "변화의 방향을 나타내는 격 조사."
"으로" "어떤 물건의 재료나 원료를 나타내는 격 조사."
"으로" "어떤 일의 수단ㆍ도구를 나타내는 격 조사."
"으로" "어떤 일의 방법이나 방식을 나타내는 격 조사."
"으로" "어떤 일의 원인이나 이유를 나타내는 격 조사. ‘말미암아’, ‘인하여’, ‘하여’ 등이 뒤따를 때가 있다."
"으로" "지위나 신분 또는 자격을 나타내는 격 조사."
"으로" "시간을 나타내는 격 조사."
"으로" "시간을 셈할 때 셈에 넣는 한계를 나타내는 격 조사."
"으로" "특정한 동사와 같이 쓰여 대상을 나타내는 격 조사. ‘하여금’을 뒤따르게 하여 시킴의 대상이 되게 하거나, ‘더불어’를 뒤따르게 하여 동반의 대상이 되게 한다."
"으로" "((주로 인지나 지각을 나타내는 말과 함께 쓰여))어떤 사물에 대하여 생각하는 바임을 나타내는 격 조사."
